temperature_2m_above_ground,specific_humidity_2m_above_ground,relative_humidity_2m_above_ground,u_component_of_wind_10m_above_ground,v_component_of_wind_10m_above_ground,precipitable_water_entire_atmosphere,STATENS,GEOID,AWATER,LSAD,STUSPS,STATEFP,FUNCSTAT,INTPTLAT,DIVISION,REGION,NAME,INTPTLON,MTFCC,ALAND,system:index
29.05487780576108,0.012035724803926704,46.395680963400864,-1.306852276556737,6.350587266293396,35.15479784790991,00481813,20,1344141205,00,KS,20,A,+38.4985464,4,2,Kansas,-098.3834298,G4000,211755344060,0000000000000000002f
25.418044315149775,0.012169340690088657,56.424329376983316,-0.5912312216704777,2.5548903722605827,29.781678450896955,01785534,46,3382720225,00,SD,46,A,+44.4467957,4,2,South Dakota,-100.2381762,G4000,196346981786,00000000000000000032
26.55857793073687,0.011279174568158624,51.1757445801466,-1.9585359678648513,0.846685189193092,27.833920112099893,01779785,19,1084180812,00,IA,19,A,+42.0700243,4,2,Iowa,-093.4933473,G4000,144661267977,00000000000000000036
18.612477324969756,0.011899526057236674,85.19488842273826,2.58766486527009,-1.2916318158290712,31.770549258967836,01779805,54,489028543,00,WV,54,A,+38.6472854,5,3,West Virginia,-080.6183274,G4000,62266474513,00000000000000000000
29.082414827718384,0.017954375360417333,71.9565735542542,1.754886388844454,1.712393396705879,42.189189788583036,00294478,12,31361101223,00,FL,12,A,+28.4574302,5,3,Florida,-082.4091477,G4000,138949136250,00000000000000000001
21.097991573065542,0.012726912904327037,80.42160856537521,2.2499913897274837,-1.0710314698517323,36.01862502470612,01714934,24,6979966958,00,MD,24,A,+38.9466584,5,3,Maryland,-076.6744939,G4000,25151100280,00000000000000000004
23.628738516379606,0.01347986589903308,72.57650028332382,2.853746886141952,0.030223131492123002,32.79501908685841,01027616,37,13466071395,00,NC,37,A,+35.5397100,5,3,North Carolina,-079.1308636,G4000,125923656064,00000000000000000008
21.456916684370796,0.012997847906752635,80.81334346074324,2.0186932237500934,-0.47076640394516295,36.37646130644358,01779781,10,1399985648,00,DE,10,A,+38.9985661,5,3,Delaware,-075.4416440,G4000,5045925646,0000000000000000000b
28.263276495319804,0.014874450657408177,61.55459322522182,1.9837794063189875,-0.34221349518428745,31.744144064266692,01705317,13,4422936154,00,GA,13,A,+32.6295789,5,3,Georgia,-083.4235109,G4000,149482048342,00000000000000000015
27.85890496009736,0.014235148828447562,60.66942272262601,2.4403783109781925,0.19367633755261587,29.746910047967262,01779799,45,5075218778,00,SC,45,A,+33.8741776,5,3,South Carolina,-080.8542639,G4000,77864918488,0000000000000000001b
20.835475421477017,0.01211080588949106,76.77339418068331,2.382047863675093,-0.9507812203017334,33.873474031161635,01779803,51,8528531774,00,VA,51,A,+37.5222512,5,3,Virginia,-078.6681938,G4000,102257717110,00000000000000000034
21.46172437667849,0.012873598680016585,79.92656469345093,2.210219660308212,-1.130285617604386,36.48987090587616,01702382,11,18687198,00,DC,11,A,+38.9041031,5,3,District of Columbia,-077.0172290,G4000,158340391,00000000000000000035
28.93404561144776,0.01764209949618728,70.1077492948321,1.277190265555667,-0.9607262321442116,38.994652576451,01779775,01,4593327154,00,AL,01,A,+32.7396323,6,3,Alabama,-086.8434593,G4000,131174048583,00000000000000000016
25.239751309546374,0.01364208948704638,67.27581176927713,1.0489525442862515,-1.6417652375963263,28.164355329403243,01325873,47,2350123465,00,TN,47,A,+35.8608030,6,3,Tennessee,-086.3499896,G4000,106802728188,0000000000000000001d
23.15463071556781,0.013009794769361078,72.371133868356,1.5843068245936707,-1.976777016216622,28.030234568760736,01779786,21,2375337755,00,KY,21,A,+37.5336844,6,3,Kentucky,-085.2929801,G4000,102279490672,00000000000000000021
30.425209997138225,0.018454553654099037,67.70979739050476,0.7110682470662588,-0.5756953929278543,44.45937672932538,01779790,28,3926919758,00,MS,28,A,+32.6864714,6,3,Mississippi,-089.6561377,G4000,121533519481,0000000000000000002c
32.22950241901192,0.018224810145400668,61.56846684921972,1.7329442495766016,0.8868851207236601,46.907762069359954,01629543,22,23753621895,00,LA,22,A,+30.8634368,7,3,Louisiana,-091.7987173,G4000,111897594374,00000000000000000014
37.71208141892313,0.009136530286731039,23.4945478079215,-1.6691796255930784,6.186837044717316,25.463033754466622,01779801,48,19006305260,00,TX,48,A,+31.4347032,7,3,Texas,-099.2818238,G4000,676653171537,00000000000000000019
34.2059689542552,0.01349478236037208,40.65327765224894,-1.7232955203113236,5.244118501166383,36.773276579743374,01102857,40,3374587997,00,OK,40,A,+35.5900512,7,3,Oklahoma,-097.4868149,G4000,177662925723,0000000000000000001c
30.456731986304685,0.016555677635667513,59.447374293495834,-0.5961386920132709,0.3704773837535141,40.65417963706079,00068085,05,2962859592,00,AR,05,A,+34.8955256,7,3,Arkansas,-092.4446262,G4000,134768872727,0000000000000000002b
19.217102029267725,0.006988807864807711,45.275739321106826,2.263188425048441,0.20574477725127246,17.358578118699374,01779783,16,2391722557,00,ID,16,A,+44.3484222,8,4,Idaho,-114.5588538,G4000,214049787659,00000000000000000006
33.10257951332887,0.004457852858855464,12.5908376283626,4.49915366027682,4.798734875247168,14.73810478488069,00897535,35,728776523,00,NM,35,A,+34.4346843,8,4,New Mexico,-106.1316181,G4000,314196306401,0000000000000000000c
24.594303261472845,0.0035549770661438083,16.667038166376347,4.752849110247856,2.27197942245635,9.531127182632051,01455989,49,6998824394,00,UT,49,A,+39.3349925,8,4,Utah,-111.6563326,G4000,212886221680,00000000000000000017
26.507273657787266,0.0055057708087369915,20.91299017507821,4.837091644694066,3.8821503106652067,13.185903704491974,01779779,08,1181621593,00,CO,08,A,+38.9938482,8,4,Colorado,-105.5083165,G4000,268422891711,0000000000000000001a
21.052289403257667,0.005944540042038835,33.637642443296,3.7035303323865993,-0.18503607494114194,13.3257850588862,01779807,56,1867670745,00,WY,56,A,+42.9896591,8,4,Wyoming,-107.5443922,G4000,251458544898,0000000000000000001e
22.53824021677664,0.00423520100495038,21.8057620170312,2.3403652603432907,-0.5027578551440839,12.045132814780219,01779793,32,2047206072,00,NV,32,A,+39.3310928,8,4,Nevada,-116.6151469,G4000,284329506470,00000000000000000027
20.831137684668516,0.008185313544801228,48.98168811406153,0.050356662428896776,-1.2314758384625468,20.38517969074162,00767982,30,3869208832,00,MT,30,A,+47.0511771,8,4,Montana,-109.6348174,G4000,376962738765,0000000000000000002e
33.08137051423944,0.004242859187221968,12.033206033185254,6.783274414232008,3.661744570442931,13.361631365592837,01779777,04,1027337603,00,AZ,04,A,+34.2039355,8,4,Arizona,-111.6063565,G4000,294198551143,00000000000000000037
23.08766324686452,0.006341869924039582,38.89692758366162,2.9816379974595844,-0.1832531154170241,13.44552519706966,01779778,06,20463871877,00,CA,06,A,+37.1551773,9,4,California,-119.5434183,G4000,403503931312,0000000000000000000d
21.664966061606506,0.005849966738401122,33.06953049176552,1.8793486663827872,-1.2189712350793445,15.826122057797322,01155107,41,6192386935,00,OR,41,A,+43.9717125,9,4,Oregon,-120.6229578,G4000,248606993270,00000000000000000010
22.252926507790043,0.008027145954461627,48.29284118584501,1.263539714860747,0.2386207701514515,22.556072147613772,01779804,53,12559278850,00,WA,53,A,+47.4073238,9,4,Washington,-120.5757999,G4000,172112588220,00000000000000000013
25.247136945403053,0.014833130026785555,74.77558091316331,-6.660649142214333,-0.808329870967437,31.763810479908848,01779782,15,11777809026,00,HI,15,A,+19.5977643,9,4,Hawaii,-155.5024434,G4000,16633990195,0000000000000000001f
11.459315255260327,0.005809801569307116,68.45871819677728,-1.0733084645247344,0.8909245978076001,16.959739975539776,01785533,02,245481577452,00,AK,02,A,+63.3473560,9,4,Alaska,-152.8397334,G4000,1478839695958,00000000000000000028
